sample_id,cluster_id,cluster_name,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99
103,1,trend_sine,0.5722472,-0.21463381,0.72318304,-0.054858435,0.38337544,0.005639824,0.46697977,0.65170544,0.5610018,0.8911677,0.7741274,0.65272987,0.7018532,1.1748356,0.7921451,1.3164696,1.4589632,0.638415,1.5222372,1.8401535,1.3335336,1.4697187,1.6292427,1.2596786,1.4171878,0.9844021,1.4323847,1.5483459,1.5578938,1.7228636,1.1671057,1.2322693,1.9494945,1.3209269,1.4077315,1.3059618,1.0546999,1.760359,1.0842161,0.8708824,1.0378984,0.5343777,0.8992039,0.7620071,1.1939154,0.76152647,1.1836214,1.2896678,1.0566814,0.7095357,0.76818216,0.22017574,0.58974355,0.32458824,0.74474716,1.2631389,0.5975008,-0.1919322,0.25674143,0.3636268,0.31713915,0.038229488,0.30028728,-0.17395437,-0.10953749,0.34601793,-0.17072438,0.28062123,-0.3028904,0.62990147,-0.13551708,0.029855158,0.20027162,-0.060399156,0.16435978,0.31010333,0.44586065,0.41930816,0.15846348,0.19807792,0.9827059,0.6026074,0.08442378,0.43784678,0.35760838,0.47113204,0.19959004,0.50452584,1.2340125,0.92929983,0.07564712,1.2576082,1.2910334,0.92964286,1.327388,0.9304262,1.1242175,1.7926685,1.3399055,0.9390805
104,1,trend_sine,-0.018990967,0.054998916,0.51640606,0.23900671,0.18527935,0.7013079,0.49880862,0.3108487,0.95390815,0.735103,0.7453009,0.86282676,0.5506967,0.7732653,0.98934245,0.9834496,1.4738781,1.2042509,1.4388305,1.2248453,1.5748191,1.4092517,1.3221673,1.3383384,1.0761721,1.5307367,1.3787328,1.2483147,1.7349834,1.0281713,1.2727975,1.7003669,1.4754992,1.3516678,1.4230224,1.3798891,0.84620535,1.1685216,1.727483,1.0112709,1.0776302,0.9724033,1.0684856,0.8775088,1.1547092,1.0227448,1.1493446,0.55484027,0.72022665,0.7064354,0.8625419,0.43970487,0.90457356,0.93864447,0.23978756,0.34405133,0.28797486,1.1951257,0.23614046,0.8301672,-0.08905768,-0.039421868,0.020718409,-0.054910913,0.09356551,-0.06035483,-0.11182788,0.46669933,0.4750868,0.38524267,0.2539636,0.12477805,-0.04802156,-0.17674142,0.23023671,-0.21459281,-0.14049959,0.5277329,0.7802013,0.36005598,0.6099105,0.24388623,-0.04033138,0.59150183,0.62893814,0.53323287,0.49572596,0.916766,0.39482582,0.52344275,0.5205636,0.918083,0.63777655,0.8321558,0.9004823,1.1100634,0.8190819,1.369266,1.7956157,1.5406474
105,1,trend_sine,0.46239635,0.4787749,0.390216,0.25711155,0.31850415,0.61693096,0.34507036,-0.028900707,0.75501007,0.33768386,0.4557807,0.80952144,0.8433597,0.50793874,1.0379151,1.3316905,0.7536472,1.5207741,0.714308,1.8572239,1.1345544,1.3336785,0.750531,1.3236825,1.4310484,1.3528134,1.2218698,1.114943,1.7422029,1.4124782,1.861772,1.2341065,1.2504039,1.6107037,0.8608289,0.9620259,1.6304497,0.92172,0.69681126,1.7696263,0.7549752,1.1901253,1.1153157,0.20925719,0.9284917,1.0980747,1.023573,1.1411788,0.7060814,0.98790354,0.5190491,0.254531,0.24055888,0.14408663,0.8393251,0.036941137,0.52976596,0.32563257,0.33431593,0.73596174,0.15940371,0.44095388,0.23796877,0.15319021,0.8639259,-0.2801239,0.52071416,0.3160797,-0.035908762,0.58924925,-0.45766914,-0.05957487,-0.26145703,0.23283087,-0.21258123,0.2674155,0.10174576,0.03805273,0.3266008,0.16148096,-0.048617102,1.1580527,0.21482073,-0.2574324,0.20552172,0.13154931,0.8162823,0.7245986,0.81015956,0.6445702,0.73919046,0.7813118,0.93978655,1.2880285,1.2130316,1.3382798,1.4151618,1.6084373,1.5078696,1.6076545
106,1,trend_sine,0.35664186,-0.12093834,-0.09982729,-0.12107069,0.3666284,-0.16832866,0.60121775,0.5030976,0.94780076,0.47542927,0.6834276,1.1461153,1.2868379,0.7275157,1.0428021,1.1301744,1.2042457,1.0602565,1.5667742,0.6551156,1.1315935,1.4243726,1.4553086,1.7481511,1.7219713,1.2929995,1.7807555,1.1846998,1.682311,1.9463929,1.7640295,1.4237823,1.2813087,0.907448,1.4408833,0.9914997,1.0632638,0.9160765,1.1044089,1.2006773,1.2552048,0.95473754,1.4153752,0.9899841,0.7723701,1.0314385,1.5063461,0.97067076,0.71347207,0.31591377,0.6600241,0.7481497,0.51360315,0.08310438,0.28127965,0.9276747,0.8777546,0.1394181,0.5669375,-0.026692305,0.7122268,0.33104417,0.5115922,-0.31573212,0.37722626,0.14997642,0.3895533,0.39361808,0.12768415,-0.07979517,0.33067277,0.07890878,-0.16074784,-0.16683984,-0.32181132,-0.0155910505,0.4884843,0.23520786,0.0510763,0.48352423,0.028230365,0.34624583,0.30708176,0.6415895,-0.015017191,0.256673,0.0769649,0.55022377,1.053974,0.60394275,0.6697904,1.1541085,1.2847093,1.0108571,1.3176234,0.8651596,1.6786865,1.9877164,1.5777893,0.8747005
107,1,trend_sine,-0.16746908,0.26242304,0.030450584,0.6163654,0.48820123,0.17584836,0.472251,0.26770556,0.5526334,0.5106265,1.0968516,1.4442579,0.4425407,0.35459653,0.91471595,0.586324,1.1060132,1.3637099,1.6306019,1.2824451,1.199986,0.6964779,1.3259966,1.3637094,1.5541908,1.1661155,1.2602783,0.9555117,0.71565706,1.0706869,0.92844856,1.493065,1.225402,1.2045543,1.0523975,0.35629523,1.7536974,0.9732191,1.1188005,0.7726004,1.4646996,1.1779182,0.8466806,0.9347768,1.5121408,0.9416599,0.8627602,0.5877082,0.2539544,0.72614056,0.82349336,1.0075465,-0.04467157,0.24519087,0.36222693,0.49026895,0.4040442,0.36890325,0.4875393,0.055891596,0.5711744,0.38750917,0.13075009,0.67906827,0.64085996,0.43214723,-0.77159244,0.59284127,0.3463763,0.7023763,0.46800327,0.57045794,0.3646841,0.5138138,0.7195751,0.20246272,-0.31399247,0.08962064,0.3269903,0.26453373,-0.09599524,-0.17167956,0.13862208,0.6501722,0.93225324,0.78670263,0.8856668,0.6038581,0.16792099,0.61901075,0.7453662,0.7434754,0.9805529,1.1698544,1.3681135,1.10481,0.69416636,1.1982412,1.4345376,1.8668424
108,1,trend_sine,-0.17034236,0.23233852,0.24392186,0.24787594,0.5909141,0.18953866,0.2900156,0.5322853,0.4153649,0.82940817,0.53046536,0.87734556,0.84184533,0.9960392,0.85034525,0.9401222,1.1209525,1.1996515,1.1810987,1.7336353,0.9607115,1.2707323,0.8460524,1.4539478,1.0279298,1.2951689,1.2791749,1.4831797,1.2372077,1.2246444,1.8303032,1.4774213,1.212527,1.2907753,1.8413279,1.2555155,1.0944211,1.0678014,1.0777886,1.0307188,0.7892261,0.7976295,0.845794,1.229917,0.8943156,0.90140224,1.2983066,1.2586248,0.7376913,0.5848931,0.46651873,0.88550395,0.56846523,0.4667713,0.29234987,0.26041326,0.54357177,0.010778362,0.6635711,0.16672614,0.24604113,-0.14361997,0.22298999,0.1002996,0.15891095,0.5937913,0.18728401,-0.119240016,-0.10544724,0.27899307,0.48637187,0.18153054,0.30770147,0.29212713,0.54705733,-0.44738075,0.35784236,0.47697973,-0.1916105,-0.023633,0.022738528,0.09900367,0.21645576,0.48063117,0.7178537,0.8361274,0.31709167,0.3746919,1.0852922,0.9496001,0.847855,1.0345922,0.95520335,1.1948038,1.011389,1.2688874,0.8121304,1.1367692,1.2183212,1.387683
109,1,trend_sine,-0.27795398,-0.081487656,-0.29742873,0.39931592,0.287,-0.12377126,0.21212257,0.63683593,0.44450226,0.467922,0.7220453,0.9125335,0.44099146,1.0965999,0.7481797,1.0364703,1.0815237,0.9809093,0.87526137,1.1363207,1.7455317,0.8814909,1.825835,1.2644069,1.3731152,1.0526488,1.1594133,1.2480395,1.0893364,1.3405607,1.2774415,1.9472857,1.03105,1.3968326,1.4220753,1.0049688,1.5072523,1.1538022,0.4948097,1.407023,0.8380382,0.82055706,1.3009608,0.94829726,1.2840184,1.3266006,0.7238017,1.1081014,0.59569055,1.4440869,0.5179607,0.9854975,0.8830144,0.67754614,0.33528632,0.44589394,-0.19852212,0.47273585,0.46999508,0.36692935,-0.6010599,-0.122217506,0.0022724732,0.28629357,0.2607368,0.101211496,0.32454824,-0.18871497,0.29101923,0.24287635,0.21003032,0.042343,0.6503108,0.25716454,-0.16916277,0.21198794,0.3834217,0.0054263338,0.5367883,0.35667756,-0.42477015,0.40754232,0.23916213,0.5690043,0.7414158,0.5702809,1.0680143,0.5744907,0.8779911,0.9970597,0.7937918,1.1262234,0.7857426,0.91065794,0.71846235,1.2606686,1.3628697,1.6968834,1.6587665,1.4145614
110,1,trend_sine,-0.3534539,0.20843056,0.49012142,0.46126127,0.6370973,0.32422417,0.32258585,0.31478512,0.5906399,0.65342724,0.80642635,0.77066505,0.83180887,0.6985532,1.2707534,1.0648041,1.0398165,0.91480035,0.78278536,1.6144159,1.4243242,0.80281806,1.5470837,1.6190677,1.3998165,1.8580953,1.4558101,0.9738653,1.5125955,1.4767053,1.2185572,1.5641189,0.8805427,1.6631955,1.0842849,1.030581,1.2670567,1.4031922,1.2917038,0.9862703,1.0212936,0.79497683,1.0271862,1.3749521,1.0074079,1.221375,1.3539007,0.69371706,0.76635677,1.42551,1.1591508,0.17594987,0.74602187,0.58288777,0.7843852,0.26781955,0.1956718,0.20258863,0.19353193,0.57147676,-0.06342843,0.07068925,-0.31000394,0.5009312,0.55524415,0.0541566,0.044589788,0.2551243,0.5502933,0.22303694,-0.11249868,-0.38869163,-0.23345023,0.13117166,-0.07526027,0.19598661,-0.008200518,-0.13558501,-0.14310287,0.7107738,0.5446697,0.8367961,0.52295613,0.2788529,0.8551536,0.5018119,0.6346911,0.6152555,-0.19352554,1.2369974,0.97029674,0.99153805,0.94561166,1.0864568,0.9330253,1.3732197,0.8731647,1.3989251,1.5898966,1.4403993
111,1,trend_sine,0.11126034,-0.21882488,-0.13285255,0.30572093,0.51531893,-0.17466867,0.61917776,0.37289506,0.54956704,0.27514908,0.4889379,1.0992919,0.8817562,0.8167279,0.95332116,1.1886122,1.224298,1.116521,1.510247,1.5131655,1.3819442,1.3063769,1.5153375,1.4366035,1.6807437,1.6485304,1.085318,1.0731235,1.19267,1.6960777,0.92665356,1.5104785,1.4896052,1.7148198,1.4018229,0.9231021,1.0133976,0.9187016,1.0811434,1.1541976,0.823488,1.5760881,0.69700575,1.4562767,1.3642358,1.2330415,0.70915025,0.9728579,0.43911743,1.0474243,0.7036524,0.55487514,0.26275393,-0.16053207,0.224887,0.82515264,0.3267043,0.3546112,0.5617768,0.8685802,0.68843335,-0.034227077,-0.3560714,0.90668017,0.8546326,0.20881471,-0.24717188,0.4081257,0.07555363,0.06655939,0.36510155,0.19726755,-0.25465682,0.01178325,0.31968388,0.29057196,0.23628166,0.4618858,0.10149152,0.2956684,-0.7347004,0.18274568,0.5901418,0.290732,0.3182831,0.19929644,0.86944836,0.7926418,0.9381701,0.23771273,0.77486056,0.80855787,0.879973,0.8526202,1.0083777,1.4431394,0.6914388,1.876293,1.566577,1.4873004
112,1,trend_sine,0.27205023,-0.356975,-0.042514786,0.19838317,0.72142214,0.37384206,0.59758794,0.35898182,0.7534615,1.1801764,1.043081,0.7850175,1.0745444,1.1048164,1.140244,1.3754346,1.423493,1.1008816,1.374923,1.1070982,0.98101085,1.2091453,1.2952577,0.843849,1.6206034,0.54846436,2.2052393,1.8494761,1.3247422,1.406064,1.4904379,1.2153032,1.438628,1.3228254,1.3194395,1.3805032,0.9071458,1.2851712,1.2915609,1.247723,1.1083713,1.4762468,0.9884944,1.1206435,1.397876,0.9397379,0.98161924,0.8412072,1.1935397,0.6968348,1.1108541,0.6465949,0.37203947,0.78653175,0.4450489,0.6774635,-0.371267,0.40697142,0.2272289,0.007901924,0.124959625,0.08536248,0.21230403,-0.21140206,0.26881728,0.5621431,0.21825315,0.3618543,0.43631747,0.4714006,0.6578055,-0.05280547,-0.11445755,0.34424552,0.33381787,0.37019888,0.72446144,0.18526989,0.33785358,-0.05204902,0.9185697,0.21667725,0.2685061,0.30382535,0.26468256,0.29290122,0.4113273,0.21836403,0.45495036,1.3402659,1.0436921,1.1703624,1.3173071,1.5876688,0.58078223,0.81928104,1.0241771,1.2021856,1.3312538,1.3659067
113,1,trend_sine,0.06579267,0.08916405,-0.059954956,-0.41795886,0.013893436,0.22301942,0.3884477,0.19695528,0.46016693,0.33770823,0.70667726,0.48752686,0.6172258,0.53895617,0.94221747,0.78191435,1.364185,1.2607841,1.1614037,0.982781,1.3720887,1.4972037,1.3609476,1.8234339,1.5003949,1.6527442,1.4308637,1.6016117,1.1640105,1.2657166,1.5043553,1.4946811,1.5331258,1.6961433,0.92023003,1.0337291,1.370076,1.0559912,2.255857,1.363784,1.1496212,0.98024875,0.9505415,1.0614879,1.0422814,0.826541,0.83533454,1.2734079,1.2376803,0.8497624,0.3234699,0.8392222,1.0961621,0.9936541,0.756777,0.9180401,0.46356958,0.5938407,0.16087782,0.41455916,0.6897922,0.0806464,-0.03173326,0.22804256,0.10593647,0.34702295,-0.0020032616,0.6346896,-0.2789541,0.47657415,-0.13269086,-0.4418397,0.1724502,0.032823436,-0.21154481,-0.36691678,0.15516844,0.47460997,0.38549265,0.25907946,0.4216276,0.3094765,-0.0679464,-0.018417869,0.39720076,0.46353635,0.8237334,0.85529405,0.87208563,0.6714921,0.4087999,1.0162125,1.1216953,0.32086903,0.86190754,0.9809296,1.3007993,1.1020964,1.4099842,1.4368395
114,1,trend_sine,-0.04774484,-0.13634285,-0.034800034,-0.089374326,0.42577428,0.5591218,0.23138615,0.99204755,0.51302844,1.1360601,0.55178493,0.20148094,0.9925565,1.006125,0.9985858,0.8491789,1.081778,0.98565125,1.0916544,1.4745163,1.3131977,1.4729788,1.2485806,1.2397181,1.016459,1.2676511,0.3944598,1.2218457,1.3784826,1.5723382,1.3189429,1.4963533,0.72690564,1.3489743,0.8438705,0.9635738,1.2450545,1.6561794,1.3538886,1.2145374,1.1672614,0.92080086,0.9313951,1.1806585,0.5930787,1.141467,0.8007281,1.1177897,1.1106569,0.27222696,0.5513736,0.4210129,0.086059004,0.2729598,1.268826,0.67416614,1.0227407,0.6541394,0.14255753,0.21234818,0.46746278,0.38872528,0.05349716,-0.25420207,1.1602635,0.10993373,0.036252927,0.15315808,0.035130158,0.1372724,0.48284808,0.059590586,-0.24772549,0.06071269,-0.01798254,0.564666,0.5090124,0.21411641,-0.17361414,-0.12570022,0.28251034,0.41853762,0.24858403,0.26379946,0.28031155,0.50471413,-0.14639011,0.29770482,0.5024305,1.1178279,0.57885146,0.94673157,1.0321074,1.4268034,1.4909822,1.1709951,1.1226488,1.1439546,1.3491056,1.36979
115,1,trend_sine,0.16608822,0.20466837,0.33443585,0.6124909,0.87061477,0.42519003,0.7924107,0.43035746,0.96291095,0.9954572,1.0469478,0.8376752,0.67138976,0.51320285,0.9762565,1.5017525,0.99919623,1.3745672,1.4355447,1.1369208,1.652836,0.41739517,0.951316,1.0676336,1.1165892,1.479541,1.4778055,1.5171095,1.5818694,1.1182047,1.0340935,1.5109472,1.1917726,0.8948829,1.6391246,1.7445954,1.7683524,1.3294026,1.4303062,1.6200285,0.9806957,1.4680928,1.177209,1.3265592,1.0645148,1.3524277,0.98433733,0.4249289,1.2579068,0.48989296,1.1017653,0.65059835,0.9826807,0.92315036,0.6654922,0.6438738,0.5743429,-0.19873759,0.40060955,-0.007939722,0.34228808,-0.08540934,-0.12878582,0.6802762,0.49476933,0.15103586,0.18940519,0.044782933,0.27891165,-0.10236258,0.394886,0.021029077,-0.02486645,0.115719736,-0.056006055,0.236101,-0.0035320898,0.322416,0.5748086,0.02627095,0.23880072,0.45603994,0.23021367,0.5471465,0.624771,0.8367109,0.3866416,0.34527025,0.5982725,0.4652512,0.99234504,0.5440658,1.6640494,1.4262068,1.1159817,1.4484643,0.77425367,2.1001165,1.2443602,1.4638507
116,1,trend_sine,-0.55678,0.22446163,-0.17500776,0.26520252,0.14847171,0.06446784,0.2212631,0.6035919,0.22296156,0.45236096,0.9434051,1.5901983,1.0151738,0.6563829,0.8781334,1.0513254,0.9873222,1.4099466,1.2476013,1.4943824,1.1635994,1.6876434,1.2681954,1.0509664,2.0156999,0.8311687,1.1691725,1.210804,2.1555367,1.9452938,1.8477247,1.2928537,2.1086957,1.476531,1.6409004,1.3799735,1.2863642,1.1977667,1.1796346,1.3916156,1.2832804,1.1254481,1.5474473,0.16241977,1.161653,1.1788723,1.2613691,0.85066116,0.88470477,1.0699366,1.1731977,0.5875104,0.7099701,1.0862919,-0.10075886,0.28430942,0.8873051,0.73317116,0.521844,0.19230047,0.026386373,0.08010874,0.6911022,0.010263073,0.20436202,-0.07383367,0.38680682,-0.042460144,0.07867057,-0.40456092,-0.38724658,0.09925709,-0.2964595,0.74073184,-0.49711895,-0.102556296,0.16268694,0.07231903,-0.121237025,-0.045310896,-0.01922287,0.23162423,0.9465496,0.43123153,0.8130215,0.6638252,0.9025973,-0.21188648,0.5992083,1.1477176,0.6514748,1.4213331,1.4093115,0.89668924,0.9612599,0.8841642,1.0764159,0.9733278,1.5500679,1.063186
117,1,trend_sine,0.1811199,0.26699904,-0.34146583,0.69965136,0.46583682,0.6127004,0.23497199,0.7225692,0.94532686,0.64742196,1.3449998,0.8226737,1.2141329,1.019464,1.1639241,0.540449,1.2034658,0.9185366,0.9284398,1.7452576,1.1938015,0.9890028,1.2104017,0.95218825,1.792669,1.1699578,1.5495842,1.8057444,1.2529991,1.5628428,1.0905205,2.1257823,1.6617563,1.3082435,1.1158712,1.291866,1.199209,1.8591835,0.8748662,1.2495085,1.1676191,1.0996665,1.0620052,1.0176245,1.2706066,1.1462461,1.0429537,-0.0400742,0.9122672,0.27746037,0.9197439,1.1200204,0.35200566,0.50418556,0.35664254,0.8619427,0.4760627,0.92390865,0.48923674,0.39961457,0.31139395,0.50287104,-0.2946061,0.22439906,0.1529212,0.36990428,0.077664115,-0.1924626,0.110153936,-0.22439843,-0.48081475,0.31509188,0.2748061,0.24933311,0.5122165,-0.06201327,-0.27165756,0.16084997,0.10575652,-0.01062126,0.2540186,0.13415919,-0.1898307,0.27549732,0.11723877,0.58122677,0.37162817,0.96159226,1.1717055,0.95939136,0.35768768,1.34415,1.4368606,1.0430655,1.5090868,1.0227435,0.70542043,1.1150192,1.9402149,1.0526761
118,1,trend_sine,-0.00014361543,0.0888186,0.0030032108,0.10164931,0.3334288,0.21914232,0.035954,0.6003651,0.9294188,0.9378762,0.50150245,0.4340859,0.7866408,1.4018989,1.1819471,1.253038,1.3591068,1.2652591,1.2185419,1.4207187,1.0940827,0.86565447,1.5350401,1.7136447,1.0270342,1.6252384,1.895024,1.3982385,1.1576443,1.4401417,1.2343861,1.2070322,1.5107975,0.8849066,0.9145427,1.3318521,1.2945116,1.3763666,1.8050942,1.2404222,1.3525721,0.8422296,1.3249714,0.89452845,1.0301131,0.93089616,1.2271725,0.47712964,0.13735718,0.71012235,0.8664072,0.723352,0.99953866,0.71393156,0.36729476,-0.20631285,0.37636065,0.71379757,0.24749616,0.3353756,0.41734,-0.04711429,0.41367054,0.6899324,0.12209112,-0.18644069,0.113994285,-0.5481575,0.20901972,0.23613603,0.59945476,0.03875669,0.22363324,-0.1491806,0.014409858,-0.32005933,0.099239804,0.09026617,0.29976654,0.05498839,0.30297697,0.21762672,0.26152107,0.43195903,0.4703082,0.7400845,0.5322457,0.5231372,0.6363035,0.5411777,0.7150222,1.5019387,0.6903409,0.95383155,0.9959624,1.1140945,1.1659224,1.4268765,0.90837204,1.8111514
119,1,trend_sine,0.18977484,-0.29428604,-0.5238277,-0.058415852,0.23895411,1.1618786,0.62554866,-0.0064213765,0.40051222,0.6610407,0.82052815,0.41502962,0.8314001,0.7162697,0.65714014,1.1197274,1.3243128,1.3913414,1.3546752,1.0728158,1.4722974,1.3827097,1.3583237,1.1588154,1.2134409,1.4008281,2.1227565,1.4892851,1.2196883,1.1535193,1.2520163,2.0452392,1.2610652,1.6380866,1.2349429,1.4044203,1.5387278,1.1017294,1.0501931,1.7067289,1.4684983,1.3720912,1.330773,1.1903183,1.6140195,0.97672325,1.090459,0.43484873,0.57484055,0.41390648,1.1080669,-0.088090815,0.50918436,-0.3153922,0.28706288,0.3440285,0.86301565,0.5243982,0.11516803,0.6466687,0.2962816,0.2687435,-0.13410169,-0.09820823,-0.07359406,0.16621701,0.15734032,0.58238554,0.2234653,-0.71181595,0.1755565,-0.33804977,-0.18870363,-0.13444501,-0.0776635,-0.27504852,0.21872129,-0.24138178,0.3170069,0.9131588,-0.120834365,0.23228765,-0.39606634,0.31756973,0.65096647,0.7279241,0.5916477,0.89488184,1.454362,1.2692683,0.66623926,0.45725995,0.84229904,0.7533336,1.2476132,0.8338879,1.2434474,1.5945088,1.3912158,1.2161058
120,1,trend_sine,0.35244423,-0.48511884,0.058556966,0.22220778,0.31652665,0.44193983,0.6457035,0.52523327,0.49699137,0.5547277,0.56096834,1.0457172,0.67793864,1.1855928,0.9939674,0.88547224,1.2776718,0.92079294,1.3738145,1.2858444,1.0790352,1.4485838,1.482118,1.6895792,1.6523478,1.5260442,1.0525169,2.1334884,0.98196,1.6880151,1.5289314,1.0398085,1.343552,1.3423996,1.7393962,1.1120716,1.2226206,0.57247937,1.7629554,0.8879276,1.2711937,1.1044672,1.0651898,1.2954043,1.5100656,1.0389988,1.1138036,0.96879005,1.1275882,0.6352773,1.048465,1.0108212,0.9546385,0.3846754,0.48594797,0.56315327,0.0363017,0.8838859,0.36142752,0.4120579,0.11783059,-0.14058985,0.0454908,0.26455712,0.37596378,0.2008161,0.2379918,0.018049829,0.2568233,0.5453036,0.30820075,0.3398177,0.18929256,-0.3417407,-0.19206196,0.27395904,0.15439497,0.31381178,0.71293366,0.45987827,0.65563923,0.34604514,0.118806176,0.39049047,0.21672578,0.9792208,0.80555594,0.7842566,1.0613286,0.14955999,0.9994369,0.4993974,0.96196777,0.9439162,1.31073,1.2567022,1.6688293,1.1625353,1.6341588,1.548667
121,1,trend_sine,-0.4905871,-0.1970095,0.11193208,0.5683935,0.45087096,0.037540775,0.42047668,1.1411974,0.64077586,0.57880676,0.89194494,1.0384722,0.7350467,1.0823338,0.8896008,1.2576469,1.1430576,1.2836195,0.9546042,0.9756407,1.5415817,1.2661744,1.4036515,1.2504047,1.6321217,1.196319,1.3501137,1.6347102,1.7549351,1.2461083,1.9874514,1.4860238,1.0679638,1.4767411,1.2328216,1.4562854,1.2883472,1.2955823,0.96904856,1.5060865,0.82628226,0.80226004,1.2047982,1.533299,0.90290886,1.1738424,1.2392823,1.114528,0.7289663,0.44683817,0.06358355,0.5988191,0.9833036,0.24546997,0.74651223,0.20626743,0.47937608,0.6177473,0.16726185,0.37802494,0.16640452,0.469018,0.2972949,0.21574818,0.6414401,0.35097048,-0.073130965,0.09339857,0.0851791,0.1245496,0.8541167,0.20821069,-0.50968313,-0.05363386,-0.45837364,0.03855682,-0.43851638,-0.07961823,-0.24620984,0.3573155,0.27813515,0.40852943,0.32960546,-0.010438997,0.6122077,1.0883996,0.69120234,0.50032544,0.26212558,0.48315683,0.9589074,1.2145265,1.0424043,1.2773947,1.3245125,1.3402063,1.0677521,1.3952816,1.1669112,1.5052286
122,1,trend_sine,0.099259056,0.5822106,-0.23602411,0.37915808,0.75612503,0.6154454,0.71245515,0.712164,0.9969092,0.350761,0.32864508,0.807554,0.22354856,1.3007551,1.3544823,0.91184354,0.98091847,1.1173248,1.1979655,1.2601788,1.4254022,1.2382054,1.6010991,1.4761076,1.1804147,1.7791958,0.9833171,1.3712626,1.6931201,1.1863142,1.4924129,1.5550531,1.1226851,1.344282,1.3007702,1.1605436,1.9917066,1.0443683,1.5440056,1.0912278,0.84712964,1.1657338,1.2893182,1.3285986,1.4773663,1.8471246,0.9924345,0.671195,0.9581911,0.6942883,1.0036377,0.28852195,1.3403778,0.8395342,0.031248055,0.2786045,0.69237864,0.75831306,-0.0165608,0.5407873,-0.29327005,0.23067266,0.5603138,0.033341162,-0.27814156,0.19614308,-0.047441065,0.30802524,-0.15764919,-0.13133734,-0.5095368,0.14793855,0.052816167,-0.24730957,0.1794776,0.44561738,0.093006305,0.26230898,0.292,-0.11923149,0.8949491,0.17638579,0.5578057,0.6386149,0.4162728,0.6937708,0.6421844,0.20281088,0.5908639,0.5718117,0.684472,0.5013902,1.3020746,1.5180262,1.4056098,1.5694047,1.1619037,1.1522275,1.1878484,1.6932194
123,1,trend_sine,0.068118915,0.05540892,0.54544,0.3561882,0.060156755,0.18351838,0.6671695,0.8483754,0.7729129,1.2460711,1.2349253,0.941765,0.620323,0.53856516,0.87205315,1.2678127,1.6401438,1.2642633,1.5329762,1.1484344,1.4447633,1.5370004,0.7242628,1.2182916,1.6474138,1.4610025,1.0318396,0.6698756,1.2933106,1.3817604,1.1343694,1.4349767,1.5327582,1.5672315,0.6409457,0.9317793,1.2098173,1.4449521,1.3892968,1.3506291,1.0580951,1.0365995,0.87609136,1.2829039,0.7325402,1.2185616,0.9796362,0.8566093,0.62531567,0.3674896,0.531552,0.5786692,-0.0808299,0.5235132,0.81375647,0.6614786,0.29869255,0.41949072,0.19826111,0.37150776,0.75296426,0.54802305,0.38293806,0.050930407,0.39891666,-0.35378444,0.05826855,0.29427117,0.33007511,0.30141908,0.1852131,0.038237635,0.26248044,-0.17665248,-0.13206519,0.1560167,0.20963597,-0.36582565,0.34655052,0.47388598,0.25478777,1.0299807,0.15609035,0.2995242,0.33963126,0.48887604,0.46982116,0.20605965,0.5265812,0.7262907,1.1915672,1.5532641,1.3647866,0.80481476,0.9034661,1.1404474,1.8006619,1.2934773,1.0231723,1.3496468
124,1,trend_sine,0.2271168,0.2855575,0.09683049,0.4397302,-0.37019762,0.4189398,0.72077715,0.28599653,0.3565073,0.117070004,1.2213918,0.5934081,0.9442102,1.1127365,1.4418881,0.9956793,0.93032074,1.1909494,1.5675833,1.1709749,0.97147185,0.82776606,0.9517519,1.6016408,1.2663164,1.1964058,1.176004,1.4244261,1.3312083,1.3212965,1.8043435,1.8534561,0.89783573,1.4643033,1.1146628,1.2515895,1.3939877,1.2094842,1.3116646,1.4109591,1.2614936,0.94083863,0.90583026,0.6205341,0.7525107,1.5521712,0.67967916,0.512109,0.9183071,0.74104273,0.66716987,1.1003851,0.7946154,0.42372188,0.4091065,0.34053725,0.7099762,0.31296554,-0.17283556,0.31238362,-0.17017588,0.9127426,-0.063000605,0.15023646,0.25139594,0.06568118,0.046965476,0.24570593,0.56581354,0.33070645,0.5403181,-0.2170306,0.19629644,0.15577964,0.22666538,0.55036587,0.09143994,0.060207903,0.37020084,-0.29139337,0.20691773,0.27738142,0.0848633,0.724968,0.13947922,0.47097042,0.6563858,1.0341383,0.68737876,1.036423,1.0331742,0.92962843,0.6372905,0.6070542,1.1441606,1.0254369,1.5410725,1.5668615,1.3660413,1.1526861
